model,term,estimate,std.error,statistic,p.value,conf.low,conf.high,df,outcome
Model 1,(Intercept),0.4936848432725968,0.01572498143990582,31.394939648053004,4.869229510042974e-34,0.4620816310143688,0.5252880555308248,48.8363360950279,dem_two_party_share_2018
Model 1,Z,0.002114458904474047,0.022487295577335746,0.09402904396405698,0.925276285344547,-0.04250567227270542,0.04673459008165351,98.91790709221672,dem_two_party_share_2018
Model 2,(Intercept),0.01345519101137816,0.012204995272173745,1.1024331194994188,0.2818772198100895,-0.011817744186965986,0.03872812620972231,22.59636672748619,dem_two_party_share_2018
Model 2,Z,-4.4332328582928296e-4,0.00847596925939286,-0.052303550456840445,0.9584026027181246,-0.017282040388535983,0.016395393816877418,90.10810749834391,dem_two_party_share_2018
Model 2,dem_two_party_share_2016_nona,0.8482380661471884,0.06128426850858724,13.841040886835945,1.7503797790979017e-16,0.7242052317764992,0.9722709005178777,38.28840316171221,dem_two_party_share_2018
Model 2,vote_2016_missingTRUE,84.33430971027256,6.094409893469628,13.837977947732021,1.7161907568068153e-16,72.00044701322416,96.66817240732097,38.3431697013422,dem_two_party_share_2018
Model 2,dem_two_party_share_2014_nona,0.1489294156468032,0.05113641198004157,2.912394708195992,0.005244956016396261,0.046354746446099576,0.25150408484750686,52.82317130755544,dem_two_party_share_2018
Model 2,vote_2014_missingTRUE,14.814961475279809,5.08686546734517,2.9123949847668613,0.005242361724660234,4.61154563229451,25.01837731826511,52.89877072983335,dem_two_party_share_2018
Model 2,dem_two_party_share_2012_nona,0.0531267448157959,0.030698519987523463,1.7305962905504158,0.09168580026036983,-0.009031137086417583,0.11528462671800938,37.77832988939643,dem_two_party_share_2018
Model 2,vote_2012_missingTRUE,5.30261305563563,3.054093775963637,1.7362312504508917,0.09066713872165641,-0.8811209425124016,11.486347053783662,37.805567306296254,dem_two_party_share_2018
Model 3,(Intercept),0.49368484327259676,0.015724981439905868,31.394939648052905,4.8692295100435955e-34,0.4620816310143686,0.5252880555308249,48.83633609502792,dem_two_party_share_2018
Model 3,treatmentvideo_1,-0.02054151711593248,0.024977939665185703,-0.8223863693835118,0.41471839820122414,-0.07069730916146183,0.029614274929596875,50.564609270272065,dem_two_party_share_2018
Model 3,treatmentvideo_2,0.025514997517100586,0.029118158491825308,0.8762572510986132,0.385160131123235,-0.032998149952716174,0.08402814498691734,49.06573172771468,dem_two_party_share_2018
Model 4,(Intercept),0.014047917612354334,0.01279770841177339,1.0976900832832541,0.2837112655674235,-0.012427734354472381,0.040523569579181046,22.975298498510753,dem_two_party_share_2018
Model 4,treatmentvideo_1,-0.0016193103471287653,0.010860871762694225,-0.14909579843221238,0.8820669346270354,-0.02342421286140092,0.020185592167143388,50.92375888847336,dem_two_party_share_2018
Model 4,treatmentvideo_2,6.758475674641944e-4,0.009605702779806458,0.0703589922524973,0.9441904373006669,-0.018620928723142343,0.01997262385807073,49.67227604103401,dem_two_party_share_2018
Model 4,dem_two_party_share_2016_nona,0.8482512409432976,0.06160606873804404,13.768955856445858,2.1224586180077756e-16,0.7235615642720712,0.9729409176145241,38.236145612223574,dem_two_party_share_2018
Model 4,vote_2016_missingTRUE,84.33588314466297,6.1267635698501515,13.765160379238473,2.0889330360371657e-16,71.93595102431044,96.7358152650155,38.286983025283575,dem_two_party_share_2018
Model 4,dem_two_party_share_2014_nona,0.14843609087432594,0.05205268032640306,2.851651249148713,0.006172891234068128,0.04404834487096766,0.2528238368776842,53.365926354993356,dem_two_party_share_2018
Model 4,vote_2014_missingTRUE,14.76614274441265,5.177596661715906,2.8519299028439584,0.006165542634008126,4.383186132881772,25.149099355943527,53.43811486231307,dem_two_party_share_2018
Model 4,dem_two_party_share_2012_nona,0.05252361899971209,0.03145610558432272,1.6697432191316501,0.10326479691611484,-0.01117525680716714,0.11622249480659133,37.65225847801968,dem_two_party_share_2018
Model 4,vote_2012_missingTRUE,5.2423796444737105,3.129722655189911,1.6750300975648604,0.10220946327834565,-1.0951791830018829,11.579938471949305,37.68016687612388,dem_two_party_share_2018
