term,estimate,std.error,statistic,p.value,conf.low,conf.high,df,outcome
(Intercept),0.553059771850728,0.08309170382047601,6.656016743207513,6.868644091280873e-8,0.38490568091560384,0.7212138627858521,38.39119436351029,Z
dem_two_party_vote_margin_2016_nona,1.26899794021942e-4,1.148981806457387e-4,1.104454337821131,0.27710950389372235,-1.06554769034056e-4,3.6035435707794004e-4,34.18538934615181,Z
vote_2016_missingTRUE,0.08280327415884213,0.15767731069849195,0.5251438763892748,0.6046066532564938,-0.243730262570381,0.4093368108880653,22.55903126102175,Z
dem_two_party_vote_margin_2014_nona,-1.3940659660906484e-4,1.154259316881114e-4,-1.2077580364328426,0.23672061459204669,-3.7529092523896495e-4,9.647773202083526e-5,29.54264468121015,Z
vote_2014_missingTRUE,0.09628905872420555,0.08013355632457504,1.2016072060273206,0.23335418847291986,-0.06338533656862329,0.2559634540170344,73.86639226876935,Z
dem_two_party_vote_margin_2012_nona,-1.42920267090872e-5,1.0138587623530235e-4,-0.1409666438737228,0.8889627811418213,-2.2250595123804603e-4,1.9392189781987162e-4,26.49072257698004,Z
vote_2012_missingTRUE,-0.12214573799131705,0.08651887726112868,-1.4117813575257159,0.16188959646323484,-0.2943220425645487,0.050030566581914585,80.05295057167753,Z
