sims,mean_data_estimate,sd_data_estimate,mean_posterior_estimate,sd_posterior_estimate,power_data,power_posterior
5000,0.009695516801191573,0.014802797558810973,0.009961983518537275,0.001862882726308128,0.20719999999999975,0.8866000000000002
