model,term,estimate,std.error,statistic,p.value,conf.low,conf.high,df,outcome
Model 1,(Intercept),1580.4176547152686,90.55873996303526,17.451851200230607,4.55522702472445e-18,1396.0650794851995,1764.7702299453376,32.492270531287204,vote_total_2018
Model 1,Z,-27.539633034278985,95.65243499506207,-0.2879135595000868,0.7740782133878696,-217.5829811757693,162.50371510721135,89.54724116217673,vote_total_2018
Model 1,cd_jumble15_16,-263.94021618018724,123.8779501492376,-2.1306472690435587,0.15368750863077585,-748.055765711755,220.17533335138057,2.227359587028605,vote_total_2018
Model 1,cd_jumble16,131.58919217083897,189.90053945836362,0.6929374321218839,0.491083304287224,-248.44714214991743,511.62552649159534,58.65894241705253,vote_total_2018
Model 1,cd_jumble26,-521.1081564319695,121.73514375466169,-4.280671467248457,1.7285654036103019e-4,-769.6231848176627,-272.5931280462763,30.294483802393707,vote_total_2018
Model 1,cd_jumble26_27,-379.1293196796124,127.58631823733899,-2.9715515340316303,0.023660524343654152,-688.1653991044298,-70.09324025479515,6.263520031497588,vote_total_2018
Model 1,cd_jumble27,-546.1662481648741,122.38956523031868,-4.462522986637559,6.65463683273718e-5,-793.6806655618736,-298.6518307678745,39.2073132393033,vote_total_2018
Model 1,cd_jumble27_26,-482.5667571170481,107.20474505542556,-4.501356323990676,0.002076065136016611,-730.4395201885081,-234.69399404558808,7.87975811119543,vote_total_2018
Model 2,(Intercept),45.0733933193626,56.86511234176836,0.7926370223004985,0.4321147573496723,-69.4330777816104,159.57986442033558,45.36956827813366,vote_total_2018
Model 2,Z,9.176570629363654,23.163937034582144,0.39615764002741305,0.6929959328370744,-36.88925586160213,55.242397120329436,83.77627237876115,vote_total_2018
Model 2,vote_total_2016_nona,0.8691585308790493,0.02074097397537028,41.90538650263807,3.4342998794094145e-46,0.8276718126738162,0.9106452490842823,60.09908794246263,vote_total_2018
Model 2,vote_2016_missingTRUE,781.5577257120697,137.1946033684196,5.696708955914909,2.899135278368711e-5,491.5142528292626,1071.6011985948767,16.559131216240004,vote_total_2018
